Nr		,t`s,Ch 00`V,Ch 01`V,Ch 02`V
556		,0.277500,-0.006593,0.209321,-0.000253
557		,0.278000,-0.005949,0.208355,0.000036
558		,0.278500,-0.004822,0.207115,-0.000157
559		,0.279000,-0.003373,0.205489,0.000101
560		,0.279500,-0.001923,0.203267,0.000069
561		,0.280000,-0.000957,0.200884,-0.000125
562		,0.280500,-0.001762,0.198228,0.000165
563		,0.281000,-0.003212,0.198035,-0.000060
564		,0.281500,-0.003856,0.197761,-0.000157
565		,0.282000,-0.004661,0.198357,-0.000157
566		,0.282500,-0.005627,0.199532,-0.000382
567		,0.283000,-0.006916,0.201062,-0.000092
568		,0.283500,-0.008204,0.202655,-0.000189
569		,0.284000,-0.009170,0.204120,-0.000092
570		,0.284500,-0.009331,0.205634,-0.000157
571		,0.285000,-0.008848,0.207340,0.000036
572		,0.285500,-0.008365,0.207775,-0.000157
573		,0.286000,-0.008848,0.208628,-0.000189
574		,0.286500,-0.008204,0.209401,0.000069
575		,0.287000,-0.007399,0.209562,-0.000189
576		,0.287500,-0.005466,0.209321,-0.000221
577		,0.288000,-0.004822,0.208645,-0.000318
578		,0.288500,-0.003695,0.207308,-0.000189
579		,0.289000,-0.002568,0.205602,-0.000189
580		,0.289500,-0.001118,0.203718,-0.000125
581		,0.290000,-0.000635,0.201287,-0.000189
582		,0.290500,-0.000796,0.199999,-0.000157
583		,0.291000,-0.001923,0.199113,-0.000189
584		,0.291500,-0.011586,0.199613,-0.000286
585		,0.292000,-2.985428,0.199516,-0.081184
586		,0.292500,-3.120699,0.201416,-0.161503
587		,0.293000,-3.046139,0.204410,-0.225533
588		,0.293500,-2.876567,0.207840,-0.274143
589		,0.294000,-3.003303,0.211301,-0.315477
590		,0.294500,-3.114258,0.215358,-0.355234
591		,0.295000,-3.107977,0.218820,-0.387716
592		,0.295500,-3.111842,0.222539,-0.414339
593		,0.296000,-3.083500,0.225662,-0.434813
594		,0.296500,-2.987844,0.228641,-0.448398
595		,0.297000,-2.835664,0.229735,-0.452261
596		,0.297500,-3.019890,0.230138,-0.459730
597		,0.298000,-3.069167,0.230202,-0.470256
598		,0.298500,-3.080279,0.229623,-0.477821
599		,0.299000,-3.079152,0.228560,-0.484099
600		,0.299500,-3.047266,0.226515,-0.488123
601		,0.300000,-2.917793,0.224052,-0.487576
602		,0.300500,-2.995251,0.219480,-0.481395
603		,0.301000,-3.066430,0.219496,-0.484131
604		,0.301500,-3.080762,0.219770,-0.489765
605		,0.302000,-3.094450,0.220736,-0.493885
606		,0.302500,-3.067718,0.221959,-0.496815
607		,0.303000,-3.012482,0.223585,-0.497394
608		,0.303500,-2.845809,0.225066,-0.491825
609		,0.304000,-3.011838,0.226515,-0.488638
610		,0.304500,-3.102502,0.228254,-0.493113
611		,0.305000,-3.092679,0.229623,-0.497555
612		,0.305500,-3.102502,0.230846,-0.500517
613		,0.306000,-3.081889,0.231394,-0.502481
614		,0.306500,-2.981724,0.231812,-0.501064
615		,0.307000,-2.829062,0.231265,-0.493081
616		,0.307500,-3.013771,0.230637,-0.490859
617		,0.308000,-3.062565,0.229301,-0.493757
618		,0.308500,-3.073837,0.228480,-0.496300
619		,0.309000,-3.075448,0.226725,-0.497974
620		,0.309500,-3.045334,0.224744,-0.498424
621		,0.310000,-2.917149,0.222185,-0.495076
622		,0.310500,-3.007973,0.221299,-0.487286
623		,0.311000,-3.069489,0.219431,-0.489250
624		,0.311500,-3.082694,0.219609,-0.492887
625		,0.312000,-3.094772,0.220703,-0.496171
626		,0.312500,-3.073998,0.222056,-0.498424
627		,0.313000,-3.012965,0.223167,-0.498167
628		,0.313500,-2.846776,0.223682,-0.492340
629		,0.314000,-3.015381,0.224487,-0.488863
630		,0.314500,-3.103629,0.226161,-0.493113
631		,0.315000,-3.093484,0.227562,-0.497072
632		,0.315500,-3.103146,0.228560,-0.500195
633		,0.316000,-3.079635,0.229429,-0.501933
634		,0.316500,-2.978987,0.230090,-0.499841
635		,0.317000,-2.832604,0.229140,-0.491761
636		,0.317500,-3.013287,0.228898,-0.489378
637		,0.318000,-3.066752,0.228190,-0.492115
638		,0.318500,-3.079474,0.226483,-0.494658
639		,0.319000,-3.079635,0.225598,-0.495913
640		,0.319500,-3.047910,0.223086,-0.495881
641		,0.320000,-2.917149,0.220301,-0.492308
642		,0.320500,-3.051936,0.217129,-0.484228
643		,0.321000,-3.074320,0.215745,-0.485773
644		,0.321500,-3.084627,0.215680,-0.489024
645		,0.322000,-3.096705,0.215922,-0.492115
646		,0.322500,-3.074965,0.216872,-0.493563
647		,0.323000,-3.014576,0.218192,-0.492855
648		,0.323500,-2.849030,0.219061,-0.486385
649		,0.324000,-3.011033,0.220253,-0.482200
650		,0.324500,-3.104756,0.222233,-0.486256
651		,0.325000,-3.096544,0.223923,-0.489733
652		,0.325500,-3.104434,0.225453,-0.492050
653		,0.326000,-3.082050,0.226354,-0.493113
654		,0.326500,-2.979953,0.226902,-0.490602
655		,0.327000,-2.833571,0.226306,-0.482200
656		,0.327500,-3.011033,0.225260,-0.479656
657		,0.328000,-3.070939,0.224471,-0.482039
658		,0.328500,-3.082211,0.223038,-0.483841
659		,0.329000,-3.079796,0.220832,-0.485161
660		,0.329500,-3.049843,0.219142,-0.485000
661		,0.330000,-2.912962,0.216517,-0.480944
662		,0.330500,-3.039698,0.213233,-0.472639
663		,0.331000,-3.074804,0.213635,-0.473894
664		,0.331500,-3.089136,0.214263,-0.477113
665		,0.332000,-3.101375,0.215004,-0.479882
666		,0.332500,-3.079957,0.216533,-0.481266
667		,0.333000,-3.016186,0.217628,-0.480493
668		,0.333500,-2.850157,0.218771,-0.473797
669		,0.334000,-3.011516,0.219770,-0.470546
670		,0.334500,-3.109910,0.221251,-0.474602
671		,0.335000,-3.099281,0.222829,-0.477693
672		,0.335500,-3.109104,0.224100,-0.480590
673		,0.336000,-3.082855,0.225195,-0.481620
674		,0.336500,-2.981563,0.225292,-0.479399
675		,0.337000,-2.835986,0.224551,-0.470675
676		,0.337500,-3.013771,0.224374,-0.468260
677		,0.338000,-3.072388,0.223231,-0.471351
678		,0.338500,-3.087686,0.221895,-0.473057
679		,0.339000,-3.083822,0.220446,-0.474409
680		,0.339500,-3.050970,0.217966,-0.474409
681		,0.340000,-2.912317,0.215825,-0.470997
682		,0.340500,-2.977698,0.213539,-0.462949
683		,0.341000,-3.078024,0.212154,-0.464687
684		,0.341500,-3.088814,0.212541,-0.468067
685		,0.342000,-3.102180,0.213362,-0.471029
686		,0.342500,-3.080923,0.214537,-0.472800
687		,0.343000,-3.017474,0.216228,-0.471963
688		,0.343500,-2.852251,0.217548,-0.465717
689		,0.344000,-2.995412,0.218965,-0.463142
690		,0.344500,-3.112808,0.220607,-0.467295
691		,0.345000,-3.101858,0.221943,-0.471061
692		,0.345500,-3.110232,0.223086,-0.473411
693		,0.346000,-3.085110,0.224068,-0.474184
694		,0.346500,-2.979792,0.224648,-0.472542
695		,0.347000,-2.834859,0.224149,-0.464108
696		,0.347500,-3.019729,0.223489,-0.462401
697		,0.348000,-3.072388,0.222764,-0.465234
698		,0.348500,-3.087042,0.220977,-0.467005
699		,0.349000,-3.086559,0.219303,-0.467938
700		,0.349500,-3.053708,0.216550,-0.468228
701		,0.350000,-2.911995,0.213008,-0.464430
702		,0.350500,-2.932769,0.210577,-0.456832
703		,0.351000,-3.078990,0.210544,-0.458538
704		,0.351500,-3.092196,0.210641,-0.461951
705		,0.352000,-3.103951,0.211285,-0.464655
706		,0.352500,-3.080118,0.212509,-0.466007
707		,0.353000,-3.016186,0.213297,-0.465009
708		,0.353500,-2.852895,0.213990,-0.458249
709		,0.354000,-2.995896,0.214779,-0.454965
710		,0.354500,-3.110715,0.216179,-0.459504
711		,0.355000,-3.102824,0.217338,-0.463045
712		,0.355500,-3.112647,0.218449,-0.465428
713		,0.356000,-3.084627,0.219625,-0.466329
714		,0.356500,-2.977859,0.220156,-0.463882
715		,0.357000,-2.834859,0.219464,-0.455706
716		,0.357500,-3.032934,0.218787,-0.453871
717		,0.358000,-3.080923,0.218015,-0.456253
718		,0.358500,-3.089619,0.216775,-0.458120
719		,0.359000,-3.089136,0.214650,-0.459343
720		,0.359500,-3.054191,0.212428,-0.458925
721		,0.360000,-2.910385,0.209611,-0.454965
722		,0.360500,-2.874313,0.207228,-0.447432
723		,0.361000,-3.081728,0.206197,-0.448913
724		,0.361500,-3.095577,0.206986,-0.452229
725		,0.362000,-3.105239,0.208113,-0.455255
726		,0.362500,-3.083338,0.209482,-0.456317
727		,0.363000,-3.017313,0.211156,-0.455577
728		,0.363500,-2.854666,0.212203,-0.448688
729		,0.364000,-2.997828,0.213410,-0.445468
730		,0.364500,-3.114097,0.215374,-0.449975
731		,0.365000,-3.105239,0.216678,-0.453195
732		,0.365500,-3.114258,0.217628,-0.455770
733		,0.366000,-3.087364,0.218482,-0.456639
734		,0.366500,-2.978343,0.218804,-0.454128
735		,0.367000,-2.834859,0.218498,-0.445984
736		,0.367500,-3.039536,0.218176,-0.444213
737		,0.368000,-3.078829,0.217596,-0.447046
738		,0.368500,-3.089619,0.216743,-0.448816
739		,0.369000,-3.089619,0.214714,-0.449911
740		,0.369500,-3.051614,0.213491,-0.450362
741		,0.370000,-2.907325,0.210593,-0.446370
742		,0.370500,-2.850318,0.208129,-0.438579
743		,0.371000,-3.082533,0.208033,-0.440833
744		,0.371500,-3.098959,0.208339,-0.444149
745		,0.372000,-3.106528,0.209240,-0.447754
746		,0.372500,-3.085110,0.210609,-0.449235
747		,0.373000,-3.014254,0.211671,-0.448752
748		,0.373500,-2.854505,0.212621,-0.442410
749		,0.374000,-3.000888,0.213716,-0.439094
750		,0.374500,-3.116512,0.214907,-0.443569
751		,0.375000,-3.107172,0.216099,-0.447046
752		,0.375500,-3.114741,0.217242,-0.449396
753		,0.376000,-3.086720,0.218610,-0.450651
754		,0.376500,-2.976249,0.219254,-0.448237
755		,0.377000,-2.835342,0.218337,-0.440157
756		,0.377500,-3.049521,0.217870,-0.438386
757		,0.378000,-3.081567,0.216115,-0.440833
758		,0.378500,-3.093967,0.214618,-0.442829
759		,0.379000,-3.090585,0.212686,-0.444503
760		,0.379500,-3.057251,0.210367,-0.443923
761		,0.380000,-2.905071,0.207469,-0.440253
762		,0.380500,-2.866422,0.203702,-0.433332
763		,0.381000,-3.084305,0.204024,-0.435167
764		,0.381500,-3.099925,0.204330,-0.438129
765		,0.382000,-3.109910,0.205441,-0.440157
766		,0.382500,-3.086720,0.206374,-0.442507
767		,0.383000,-3.014415,0.207791,-0.441509
768		,0.383500,-2.857082,0.209208,-0.435328
769		,0.384000,-3.019568,0.210770,-0.432624
770		,0.384500,-3.115868,0.212541,-0.436583
771		,0.385000,-3.109910,0.213941,-0.440446
772		,0.385500,-3.117156,0.215036,-0.442281
773		,0.386000,-3.089297,0.215793,-0.443698
774		,0.386500,-2.978020,0.216324,-0.441219
775		,0.387000,-2.836469,0.215423,-0.432431
776		,0.387500,-3.054996,0.214424,-0.431207
777		,0.388000,-3.081406,0.213378,-0.433911
778		,0.388500,-3.093645,0.212074,-0.435553
779		,0.389000,-3.090585,0.211027,-0.437195
780		,0.389500,-3.053708,0.208467,-0.437066
781		,0.390000,-2.900401,0.205602,-0.432624
782		,0.390500,-2.899435,0.204652,-0.425413
783		,0.391000,-3.089136,0.203138,-0.427473
784		,0.391500,-3.100569,0.203251,-0.430048
785		,0.392000,-3.110393,0.203895,-0.433010
786		,0.392500,-3.085915,0.205199,-0.434748
787		,0.393000,-3.014093,0.206149,-0.433686
788		,0.393500,-2.857726,0.207147,-0.426604
789		,0.394000,-3.027620,0.208113,-0.424286
790		,0.394500,-3.117800,0.209530,-0.428600
791		,0.395000,-3.109910,0.210544,-0.432077
792		,0.395500,-3.116512,0.211333,-0.434394
793		,0.396000,-3.091068,0.212154,-0.435328
794		,0.396500,-2.972867,0.212428,-0.432656
795		,0.397000,-2.837597,0.211414,-0.424254
796		,0.397500,-3.055157,0.210947,-0.423417
797		,0.398000,-3.085432,0.210142,-0.425767
798		,0.398500,-3.097671,0.208355,-0.427924
799		,0.399000,-3.092357,0.206874,-0.429115
800		,0.399500,-3.060310,0.204958,-0.429179
801		,0.400000,-2.902011,0.202301,-0.424866
802		,0.400500,-2.958052,0.198534,-0.418846
803		,0.401000,-3.092034,0.198389,-0.420906
804		,0.401500,-3.101697,0.198727,-0.424222
805		,0.402000,-3.113452,0.199355,-0.427087
806		,0.402500,-3.089458,0.200466,-0.427763
807		,0.403000,-3.016186,0.202189,-0.427570
808		,0.403500,-2.860142,0.203219,-0.420906
809		,0.404000,-3.045012,0.204459,-0.418717
810		,0.404500,-3.121826,0.206600,-0.422355
811		,0.405000,-3.113935,0.208226,-0.425155
812		,0.405500,-3.120216,0.209804,-0.427344
813		,0.406000,-3.090585,0.210689,-0.428664
814		,0.406500,-2.973833,0.211462,-0.426250
815		,0.407000,-2.835020,0.211221,-0.418202
816		,0.407500,-3.053386,0.211140,-0.417590
817		,0.408000,-3.084788,0.210383,-0.420069
818		,0.408500,-3.095899,0.209417,-0.421968
819		,0.409000,-3.092196,0.208145,-0.423610
820		,0.409500,-3.057573,0.206278,-0.422902
821		,0.410000,-2.895731,0.203766,-0.418234
822		,0.410500,-2.990581,0.202333,-0.412053
823		,0.411000,-3.095899,0.201995,-0.414467
824		,0.411500,-3.105078,0.201963,-0.417268
825		,0.412000,-3.115063,0.202800,-0.420455
826		,0.412500,-3.088170,0.203943,-0.421807
827		,0.413000,-3.015542,0.205344,-0.421002
828		,0.413500,-2.857726,0.206825,-0.414693
829		,0.414000,-3.052580,0.207791,-0.412794
830		,0.414500,-3.122631,0.209321,-0.416592
831		,0.415000,-3.113935,0.210673,-0.419296
832		,0.415500,-3.120699,0.211881,-0.421872
833		,0.416000,-3.091551,0.212847,-0.423481
834		,0.416500,-2.972384,0.213072,-0.420777
835		,0.417000,-2.835342,0.212331,-0.411989
836		,0.417500,-3.058861,0.211671,-0.411763
837		,0.418000,-3.087686,0.210979,-0.413663
838		,0.418500,-3.099603,0.209530,-0.415884
839		,0.419000,-3.095255,0.207775,-0.416850
840		,0.419500,-3.059022,0.205972,-0.416496
841		,0.420000,-2.893154,0.202704,-0.412117
842		,0.420500,-3.017958,0.200176,-0.405422
843		,0.421000,-3.097349,0.199774,-0.408093
844		,0.421500,-3.106528,0.200514,-0.411216
845		,0.422000,-3.117639,0.201287,-0.413502
846		,0.422500,-3.089297,0.202688,-0.415369
847		,0.423000,-3.015059,0.204265,-0.414467
848		,0.423500,-2.859175,0.205650,-0.407933
849		,0.424000,-3.054996,0.207292,-0.405840
850		,0.424500,-3.125047,0.209047,-0.409993
851		,0.425000,-3.119733,0.210979,-0.412954
852		,0.425500,-3.122631,0.212348,-0.415208
853		,0.426000,-3.093967,0.213297,-0.416238
854		,0.426500,-2.970130,0.213378,-0.413985
855		,0.427000,-2.835342,0.212605,-0.405550
856		,0.427500,-3.053708,0.212348,-0.404874
857		,0.428000,-3.087042,0.211478,-0.407289
858		,0.428500,-3.097188,0.210206,-0.409252
859		,0.429000,-3.095738,0.208306,-0.410315
860		,0.429500,-3.061437,0.205972,-0.409767
861		,0.430000,-2.890578,0.202961,-0.405808
862		,0.430500,-3.027137,0.200723,-0.399434
863		,0.431000,-3.100892,0.200337,-0.401591
864		,0.431500,-3.108621,0.200385,-0.404359
865		,0.432000,-3.116351,0.201078,-0.407192
866		,0.432500,-3.088975,0.202494,-0.409349
867		,0.433000,-3.014254,0.203332,-0.408158
868		,0.433500,-2.857565,0.204233,-0.400721
869		,0.434000,-3.057573,0.205457,-0.399466
870		,0.434500,-3.123276,0.207453,-0.403490
871		,0.435000,-3.116190,0.208918,-0.406741
872		,0.435500,-3.121021,0.209981,-0.408995
873		,0.436000,-3.093323,0.210850,-0.409928
874		,0.436500,-2.966104,0.211623,-0.407289
875		,0.437000,-2.834859,0.210947,-0.398661
876		,0.437500,-3.059344,0.210738,-0.398211
877		,0.438000,-3.091390,0.210367,-0.400721
878		,0.438500,-3.103951,0.209079,-0.402717
879		,0.439000,-3.098315,0.206986,-0.404166
880		,0.439500,-3.063370,0.205392,-0.404456
881		,0.440000,-2.888162,0.202269,-0.399241
882		,0.440500,-3.007007,0.199452,-0.393543
883		,0.441000,-3.100247,0.198969,-0.395957
884		,0.441500,-3.110393,0.199613,-0.399337
885		,0.442000,-3.119733,0.200031,-0.401945
886		,0.442500,-3.093323,0.201609,-0.403683
887		,0.443000,-3.015220,0.203171,-0.403007
888		,0.443500,-2.861269,0.204104,-0.396311
889		,0.444000,-3.056284,0.206020,-0.395249
890		,0.444500,-3.123759,0.207888,-0.399241
891		,0.445000,-3.120538,0.209305,-0.401977
892		,0.445500,-3.125852,0.210512,-0.403748
893		,0.446000,-3.093323,0.211494,-0.404198
894		,0.446500,-2.967714,0.212315,-0.402106
895		,0.447000,-2.834215,0.212058,-0.393510
896		,0.447500,-3.057895,0.211913,-0.393478
897		,0.448000,-3.089941,0.211237,-0.395506
898		,0.448500,-3.100569,0.209804,-0.397631
899		,0.449000,-3.095416,0.208693,-0.399691
900		,0.449500,-3.057895,0.206455,-0.399144
901		,0.450000,-2.885263,0.203541,-0.394444
902		,0.450500,-2.995090,0.201673,-0.389486
903		,0.451000,-3.102824,0.200691,-0.391676
904		,0.451500,-3.112003,0.201045,-0.394508
905		,0.452000,-3.118767,0.202237,-0.398114
906		,0.452500,-3.089458,0.203460,-0.399949
907		,0.453000,-3.013449,0.204426,-0.398404
908		,0.453500,-2.858692,0.204877,-0.391257
909		,0.454000,-3.056445,0.205730,-0.390002
910		,0.454500,-3.125047,0.207389,-0.394090
911		,0.455000,-3.120216,0.208387,-0.396891
912		,0.455500,-3.125208,0.209401,-0.399563
913		,0.456000,-3.091712,0.209739,-0.400239
914		,0.456500,-2.965138,0.209852,-0.397116
915		,0.457000,-2.834376,0.209256,-0.389068
916		,0.457500,-3.064819,0.208822,-0.389229
917		,0.458000,-3.092518,0.207598,-0.390871
918		,0.458500,-3.107011,0.205891,-0.392255
919		,0.459000,-3.101214,0.204201,-0.394412
920		,0.459500,-3.063853,0.202044,-0.394154
921		,0.460000,-2.882043,0.198904,-0.390034
922		,0.460500,-2.964815,0.197069,-0.383821
923		,0.461000,-3.100730,0.196650,-0.386235
924		,0.461500,-3.114258,0.197342,-0.389454
925		,0.462000,-3.120699,0.198421,-0.391547
926		,0.462500,-3.093484,0.199532,-0.393350
927		,0.463000,-3.010872,0.201045,-0.392513
928		,0.463500,-2.861108,0.202398,-0.385945
929		,0.464000,-3.055640,0.203863,-0.384786
930		,0.464500,-3.128107,0.205183,-0.388456
931		,0.465000,-3.123759,0.206841,-0.391740
932		,0.465500,-3.125852,0.208242,-0.394347
933		,0.466000,-3.094933,0.210061,-0.395506
934		,0.466500,-2.964010,0.210866,-0.392223
935		,0.467000,-2.837113,0.210255,-0.384561
936		,0.467500,-3.067879,0.210110,-0.384819
937		,0.468000,-3.092679,0.209514,-0.387265
938		,0.468500,-3.107333,0.208532,-0.389004
939		,0.469000,-3.101214,0.206761,-0.389647
940		,0.469500,-3.061599,0.204845,-0.389261
941		,0.470000,-2.877534,0.202317,-0.384593
942		,0.470500,-2.953704,0.200772,-0.379185
943		,0.471000,-3.102502,0.200981,-0.381728
944		,0.471500,-3.113291,0.200868,-0.384625
945		,0.472000,-3.119733,0.201641,-0.387684
946		,0.472500,-3.093645,0.202865,-0.388971
947		,0.473000,-3.007651,0.204281,-0.387812
948		,0.473500,-2.859175,0.205103,-0.380956
949		,0.474000,-3.055962,0.206519,-0.379958
950		,0.474500,-3.126013,0.208194,-0.383982
951		,0.475000,-3.123115,0.209369,-0.386879
952		,0.475500,-3.126657,0.210303,-0.389551
953		,0.476000,-3.091390,0.211317,-0.389937
954		,0.476500,-2.958374,0.211832,-0.387265
955		,0.477000,-2.866422,0.211446,-0.379249
956		,0.477500,-3.073515,0.211027,-0.379121
957		,0.478000,-3.095255,0.210110,-0.381567
958		,0.478500,-3.110232,0.209079,-0.383338
959		,0.479000,-3.100569,0.206825,-0.384529
960		,0.479500,-3.062726,0.204748,-0.384465
961		,0.480000,-2.877534,0.201915,-0.379571
962		,0.480500,-2.954831,0.198582,-0.373712
963		,0.481000,-3.102341,0.199130,-0.376449
964		,0.481500,-3.116351,0.200144,-0.379475
965		,0.482000,-3.121504,0.200981,-0.381921
966		,0.482500,-3.094933,0.202285,-0.383306
967		,0.483000,-3.008778,0.203670,-0.382533
968		,0.483500,-2.862718,0.204555,-0.375740
969		,0.484000,-3.064014,0.205924,-0.374421
970		,0.484500,-3.128751,0.207453,-0.378767
971		,0.485000,-3.125852,0.208677,-0.381793
972		,0.485500,-3.127785,0.209900,-0.383853
973		,0.486000,-3.092679,0.210850,-0.384690
974		,0.486500,-2.959984,0.211237,-0.381535
975		,0.487000,-2.954187,0.210979,-0.374356
976		,0.487500,-3.074481,0.210609,-0.374227
977		,0.488000,-3.094128,0.210335,-0.376674
978		,0.488500,-3.108782,0.209015,-0.378606
979		,0.489000,-3.100247,0.207469,-0.379056
980		,0.489500,-3.059344,0.204829,-0.379249
981		,0.490000,-2.874474,0.202172,-0.374549
982		,0.490500,-2.956764,0.201239,-0.367950
983		,0.491000,-3.106045,0.200208,-0.371073
984		,0.491500,-3.115868,0.200981,-0.374453
985		,0.492000,-3.123598,0.201528,-0.377060
986		,0.492500,-3.094128,0.202752,-0.378895
987		,0.493000,-3.007490,0.203380,-0.377801
988		,0.493500,-2.860786,0.204555,-0.370944
989		,0.494000,-3.065302,0.205795,-0.370558
990		,0.494500,-3.127946,0.207196,-0.374549
991		,0.495000,-3.125691,0.208677,-0.377640
992		,0.495500,-3.127785,0.209691,-0.380054
993		,0.496000,-3.094128,0.210190,-0.381149
994		,0.496500,-2.956119,0.210641,-0.378155
995		,0.497000,-3.005075,0.210238,-0.370654
996		,0.497500,-3.082533,0.209578,-0.370107
997		,0.498000,-3.097832,0.208371,-0.372425
998		,0.498500,-3.111198,0.206616,-0.374453
999		,0.499000,-3.102824,0.204764,-0.375322
1000		,0.499500,-3.062565,0.202301,-0.375451
1001		,0.500000,-2.874635,0.199355,-0.370171
1002		,0.500500,-2.979631,0.195716,-0.365825
1003		,0.501000,-3.105078,0.195732,-0.368336
1004		,0.501500,-3.117639,0.196457,-0.371427
1005		,0.502000,-3.123276,0.197471,-0.374227
